Nomination Number,URL,Congress,Name,Organization,Description,Role,District/Location,Date Received From President,Committee,Latest Action Date,Latest Action,Vote Margin,Record Vote Number,,Length of Confirmation Proceedings,President,Majority,Deliniation,In Favor,Against,Margin
PN832,https://www.congress.gov/nomination/105th-congress/832,105th Congress (1997-1998),William P. Dimitrouleas,The Judiciary,"William P. Dimitrouleas, of Florida, ", United States District Judge , Southern District of Florida,1/27/1998,Judiciary,5/14/1998,Confirmed by the Senate by Voice Vote,,,,107,1. Clinton,Republican,,,,0
PN831,https://www.congress.gov/nomination/105th-congress/831,105th Congress (1997-1998),Delissa A. Ridgway,The Judiciary,"Delissa A. Ridgway, of the District of Columbia, ", a Judge of the United States Court of International Trade,,1/27/1998,Judiciary,3/11/1998,Confirmed by the Senate by Voice Vote,,,,43,1. Clinton,Republican,,,,0
PN830,https://www.congress.gov/nomination/105th-congress/830,105th Congress (1997-1998),Judith M. Barzilay,The Judiciary,"Judith M. Barzilay, of New Jersey, ", a Judge of the United States Court of International Trade,,1/27/1998,Judiciary,3/11/1998,Confirmed by the Senate by Voice Vote,,,,43,1. Clinton,Republican,,,,0
PN829,https://www.congress.gov/nomination/105th-congress/829,105th Congress (1997-1998),Kim McLane Wardlaw,The Judiciary,"Kim McLane Wardlaw, of California, ", United States Circuit Judge , Ninth Circuit,1/27/1998,Judiciary,7/31/1998,Confirmed by the Senate by Voice Vote,,,,185,1. Clinton,Republican,,,,0
PN827,https://www.congress.gov/nomination/105th-congress/827,105th Congress (1997-1998),John D. Kelly,The Judiciary,"John D. Kelly, of North Dakota, ", United States Circuit Judge , Eighth Circuit,1/27/1998,Judiciary,7/31/1998,Confirmed by the Senate by Voice Vote,,,,185,1. Clinton,Republican,,,,0
PN825,https://www.congress.gov/nomination/105th-congress/825,105th Congress (1997-1998),Sam A. Lindsay,The Judiciary,"Sam A. Lindsay, of Texas, ", United States District Judge , Northern District of Texas,11/8/1997,Judiciary,3/11/1998,Confirmed by the Senate by Voice Vote,,,,123,1. Clinton,Republican,,,,0
PN824,https://www.congress.gov/nomination/105th-congress/824,105th Congress (1997-1998),Barry G. Silverman,The Judiciary,"Barry G. Silverman, of Arizona, ", United States Circuit Judge , Ninth Circuit,11/8/1997,Judiciary,1/28/1998,Confirmed by the Senate by Voice Vote,,,,81,1. Clinton,Republican,,,,0
PN810,https://www.congress.gov/nomination/105th-congress/810,105th Congress (1997-1998),Robert T. Dawson,The Judiciary,"Robert T. Dawson, of Arkansas, ", United States District Judge , Western District of Arkansas vice H. Franklin Waters,11/7/1997,Judiciary,4/2/1998,Confirmed by the Senate by Voice Vote,,,,146,1. Clinton,Republican,,,,0
PN800,https://www.congress.gov/nomination/105th-congress/800,105th Congress (1997-1998),Robert D. Sack,The Judiciary,"Robert D. Sack, of New York, ", United States Circuit Judge , Second Circuit,11/6/1997,Judiciary,6/15/1998,Confirmed by the Senate by Voice Vote,,,,221,1. Clinton,Republican,,,,0
PN799,https://www.congress.gov/nomination/105th-congress/799,105th Congress (1997-1998),Rosemary S. Pooler,The Judiciary,"Rosemary S. Pooler, of New York, ", United States Circuit Judge , Second Circuit,11/6/1997,Judiciary,6/2/1998,Confirmed by the Senate by Voice Vote,,,,208,1. Clinton,Republican,,,,0
PN798,https://www.congress.gov/nomination/105th-congress/798,105th Congress (1997-1998),Christine O. C. Miller,The Judiciary,"Christine O. C. Miller, of the District of Columbia, ", a Judge of the United States Court of Federal Claims for a term of fifteen years. (Reappointment),,11/6/1997,Judiciary,2/3/1998,Confirmed by the Senate by Yea-Nay Vote, 96-0, Record Vote No: EX,3,89,1. Clinton,Republican,,96,0,96
PN744,https://www.congress.gov/nomination/105th-congress/744,105th Congress (1997-1998),A. Howard Matz,The Judiciary,"A. Howard Matz, of California, ", United States District Judge , Central District of California vice Harry L. Hupp,10/20/1997,Judiciary,6/26/1998,Confirmed by the Senate by Yea-Nay Vote, 85-0, Record Vote No: 182EX,,249,1. Clinton,Republican,,85,0,85
PN743,https://www.congress.gov/nomination/105th-congress/743,105th Congress (1997-1998),Kermit Lipez,The Judiciary,"Kermit Lipez, of Maine, ", United States Circuit Judge , First Circuit,10/20/1997,Judiciary,4/2/1998,Confirmed by the Senate by Voice Vote,,,,164,1. Clinton,Republican,,,,0
PN713,https://www.congress.gov/nomination/105th-congress/713,105th Congress (1997-1998),Norman K. Moon,The Judiciary,"Norman K. Moon, of Virginia, ", United States District Judge , Western District of Virginia vice Jackson L. Kiser,10/8/1997,Judiciary,11/7/1997,Confirmed by the Senate by Voice Vote,,,,30,1. Clinton,Republican,,,,0
PN712,https://www.congress.gov/nomination/105th-congress/712,105th Congress (1997-1998),Garr M. King,The Judiciary,"Garr M. King, of Oregon, ", United States District Judge , District of Oregon vice Helen J. Frye,10/8/1997,Judiciary,4/27/1998,Confirmed by the Senate by Voice Vote,,,,201,1. Clinton,Republican,,,,0
PN667,https://www.congress.gov/nomination/105th-congress/667,105th Congress (1997-1998),Stanley Marcus,The Judiciary,"Stanley Marcus, of Florida, ", United States Circuit Judge , Eleventh Circuit,9/25/1997,Judiciary,11/7/1997,Confirmed by the Senate by Voice Vote,,,,43,1. Clinton,Republican,,,,0
PN663,https://www.congress.gov/nomination/105th-congress/663,105th Congress (1997-1998),George Caram Steeh III,The Judiciary,"George Caram Steeh, III, of Michigan, ", United States District Judge , Eastern District of Michigan vice Barbara K. Hackett,9/24/1997,Judiciary,5/13/1998,Confirmed by the Senate by Voice Vote,,,,231,1. Clinton,Republican,,,,0
PN662,https://www.congress.gov/nomination/105th-congress/662,105th Congress (1997-1998),Arthur J. Tarnow,The Judiciary,"Arthur J. Tarnow, of Michigan, ", United States District Judge , Eastern District of Michigan,9/24/1997,Judiciary,5/13/1998,Confirmed by the Senate by Voice Vote,,,,231,1. Clinton,Republican,,,,0
PN646,https://www.congress.gov/nomination/105th-congress/646,105th Congress (1997-1998),Richard W. Story,The Judiciary,"Richard W. Story, of Georgia, ", United States District Judge , Northern District of Georgia vice William C. O'Kelley,9/15/1997,Judiciary,1/28/1998,Confirmed by the Senate by Voice Vote,,,,135,1. Clinton,Republican,,,,0
PN610,https://www.congress.gov/nomination/105th-congress/610,105th Congress (1997-1998),Jeremy D. Fogel,The Judiciary,"Jeremy D. Fogel, of California, ", United States District Judge , Northern District of California,9/8/1997,Judiciary,3/16/1998,Confirmed by the Senate by Yea-Nay Vote, 90-0, Record Vote No: 33EX,,189,1. Clinton,Republican,,90,0,90
PN609,https://www.congress.gov/nomination/105th-congress/609,105th Congress (1997-1998),Lynn S. Adelman,The Judiciary,"Lynn S. Adelman, of Wisconsin, ", United States District Judge , Eastern District of Wisconsin vice Thomas J. Curran,9/8/1997,Judiciary,11/13/1997,Confirmed by the Senate by Voice Vote,,,,66,1. Clinton,Republican,,,,0
PN604,https://www.congress.gov/nomination/105th-congress/604,105th Congress (1997-1998),Edward F. Shea,The Judiciary,"Edward F. Shea, of Washington, ", United States District Judge , Eastern District of Washington vice Alan A. McDonald,9/4/1997,Judiciary,3/27/1998,Confirmed by the Senate by Voice Vote,,,,204,1. Clinton,Republican,,,,0
PN603,https://www.congress.gov/nomination/105th-congress/603,105th Congress (1997-1998),Dale A. Kimball,The Judiciary,"Dale A. Kimball, of Utah, ", United States District Judge , District of Utah vice David K. Winder,9/4/1997,Judiciary,10/21/1997,Confirmed by the Senate by Voice Vote,,,,47,1. Clinton,Republican,,,,0
PN511,https://www.congress.gov/nomination/105th-congress/511,105th Congress (1997-1998),Algenon L. Marbley,The Judiciary,"Algenon L. Marbley, of Ohio, ", United States District Judge , Southern District of Ohio vice John D. Holschuh,7/31/1997,Judiciary,10/27/1997,Confirmed by the Senate by Yea-Nay Vote, 91-0, Record Vote No: 279 EX,,88,1. Clinton,Republican,,91,0,91
PN510,https://www.congress.gov/nomination/105th-congress/510,105th Congress (1997-1998),Dan A. Polster,The Judiciary,"Dan A. Polster, of Ohio, ", United States District Judge , Northern District of Ohio vice David D. Dowd,7/31/1997,Judiciary,7/31/1998,Confirmed by the Senate by Voice Vote,,,,365,1. Clinton,Republican,,,,0
PN509,https://www.congress.gov/nomination/105th-congress/509,105th Congress (1997-1998),Rebecca R. Pallmeyer,The Judiciary,"Rebecca R. Pallmeyer, of Illinois, ", United States District Judge , Northern District of Illinois vice william T. Hart,7/31/1997,Judiciary,10/21/1998,Confirmed by the Senate by Voice Vote,,,,447,1. Clinton,Republican,,,,0
PN507,https://www.congress.gov/nomination/105th-congress/507,105th Congress (1997-1998),James S. Gwin,The Judiciary,"James S. Gwin, of Ohio, ", United States District Judge , Northern District of Ohio vice Sam H. Bell,7/31/1997,Judiciary,11/5/1997,Confirmed by the Senate by Yea-Nay Vote, 100-0, Record Vote No: 293 EX,,97,1. Clinton,Republican,,100,0,100
PN506,https://www.congress.gov/nomination/105th-congress/506,105th Congress (1997-1998),John H. Bingler Jr.,The Judiciary,"John H. Bingler, Jr., of Pennsylvania, ", United States District Judge , Western District of Pennsylvania vice Maurice B. Cohill,7/31/1997,Judiciary,2/12/1998,Received message of withdrawal of nomination from the President,,,,196,1. Clinton,Republican,,,,0
PN505,https://www.congress.gov/nomination/105th-congress/505,105th Congress (1997-1998),Bruce C. Kauffman,The Judiciary,"Bruce C. Kauffman, of Pennsylvania, ", United States District Judge , Eastern District of Pennsylvania vice James McGirr Kelly,7/31/1997,Judiciary,11/8/1997,Confirmed by the Senate by Voice Vote,,,,100,1. Clinton,Republican,,,,0
PN504,https://www.congress.gov/nomination/105th-congress/504,105th Congress (1997-1998),Frederica A. Massiah-Jackson,The Judiciary,"Frederica A. Massiah-Jackson, of Pennsylvania, ", United States District Judge , Eastern District of Pennsylvania vice Thomas N. O'Neill,7/31/1997,Judiciary,3/16/1998,Received message of withdrawal of nomination from the President,,,,228,1. Clinton,Republican,,,,0
PN503,https://www.congress.gov/nomination/105th-congress/503,105th Congress (1997-1998),Victoria A. Roberts,The Judiciary,"Victoria A. Roberts, of Michigan, ", United States District Judge , Eastern District of Michigan vice George LaPlata,7/31/1997,Judiciary,6/26/1998,Confirmed by the Senate by Yea-Nay Vote, 85-0, Record Vote No: 183EX,,330,1. Clinton,Republican,,85,0,85
PN502,https://www.congress.gov/nomination/105th-congress/502,105th Congress (1997-1998),Michael P. McCuskey,The Judiciary,"Michael P. McCuskey, of Illinois, ", United States District Judge , Central District of Illinois vice Harold A. Baker,7/31/1997,Judiciary,4/2/1998,Confirmed by the Senate by Voice Vote,,,,245,1. Clinton,Republican,,,,0
PN501,https://www.congress.gov/nomination/105th-congress/501,105th Congress (1997-1998),Carlos R. Moreno,The Judiciary,"Carlos R. Moreno, of California, ", United States District Judge , Central District of California vice Robert M. Takasugi,7/31/1997,Judiciary,2/3/1998,Confirmed by the Senate by Yea-Nay Vote, 96-0, Record Vote No: EX,2,187,1. Clinton,Republican,,96,0,96
PN500,https://www.congress.gov/nomination/105th-congress/500,105th Congress (1997-1998),G. Patrick Murphy,The Judiciary,"G. Patrick Murphy, of Illinois, ", United States District Judge , Southern District of Illinois vice William D. Stiehl,7/31/1997,Judiciary,4/2/1998,Confirmed by the Senate by Yea-Nay Vote, 98-1, Record Vote No: 61 EX,,245,1. Clinton,Republican,,98,1,97
PN499,https://www.congress.gov/nomination/105th-congress/499,105th Congress (1997-1998),A. Richard Caputo,The Judiciary,"A. Richard Caputo, of Pennsylvania, ", United States District Judge , Middle District of Pennsylvania vice Richard P. Conaboy,7/31/1997,Judiciary,11/9/1997,Confirmed by the Senate by Voice Vote,,,,101,1. Clinton,Republican,,,,0
PN481,https://www.congress.gov/nomination/105th-congress/481,105th Congress (1997-1998),Susan Graber,The Judiciary,"Susan Graber, of Oregon, ", United States Circuit Judge , Ninth Circuit,7/30/1997,Judiciary,3/17/1998,Confirmed by the Senate by Yea-Nay Vote, 98-0, Record Vote No: 35 EX,,230,1. Clinton,Republican,,98,0,98
PN473,https://www.congress.gov/nomination/105th-congress/473,105th Congress (1997-1998),Martin J. Jenkins,The Judiciary,"Martin J. Jenkins, of California, ", United States District Judge , Northern District of California vice Eugene F. Lynch,7/24/1997,Judiciary,11/9/1997,Confirmed by the Senate by Voice Vote,,,,108,1. Clinton,Republican,,,,0
PN472,https://www.congress.gov/nomination/105th-congress/472,105th Congress (1997-1998),Frank C. Damrell Jr.,The Judiciary,"Frank C. Damrell, Jr., of California, ", United States District Judge , Eastern District of California vice Edward J. Garcia,7/24/1997,Judiciary,11/9/1997,Confirmed by the Senate by Voice Vote,,,,108,1. Clinton,Republican,,,,0
PN471,https://www.congress.gov/nomination/105th-congress/471,105th Congress (1997-1998),Charles R. Breyer,The Judiciary,"Charles R. Breyer, of California, ", United States District Judge , Northern District of California vice D. Lowell Jensen,7/24/1997,Judiciary,11/8/1997,Confirmed by the Senate by Voice Vote,,,,107,1. Clinton,Republican,,,,0
PN459,https://www.congress.gov/nomination/105th-congress/459,105th Congress (1997-1998),Ronald Lee Gilman,The Judiciary,"Ronald Lee Gilman, of Tennessee, ", United States Circuit Judge , Sixth Circuit,7/16/1997,Judiciary,11/6/1997,Confirmed by the Senate by Yea-Nay Vote, 98-1, Record Vote No: 295 EX,,113,1. Clinton,Republican,,98,1,97
PN458,https://www.congress.gov/nomination/105th-congress/458,105th Congress (1997-1998),Richard Conway Casey,The Judiciary,"Richard Conway Casey, of New York, ", United States District Judge , Southern District of New York vice Charles S. Haight,7/16/1997,Judiciary,10/21/1997,Confirmed by the Senate by Voice Vote,,,,97,1. Clinton,Republican,,,,0
PN456,https://www.congress.gov/nomination/105th-congress/456,105th Congress (1997-1998),Richard L. Young,The Judiciary,"Richard L. Young, of Indiana, ", United States District Judge , Southern District of Indiana,7/15/1997,Judiciary,3/2/1998,Confirmed by the Senate by Yea-Nay Vote, 81-0, Record Vote No: 18 EX,,230,1. Clinton,Republican,,81,0,81
PN455,https://www.congress.gov/nomination/105th-congress/455,105th Congress (1997-1998),Charles J. Siragusa,The Judiciary,"Charles J. Siragusa, of New York, ", United States District Judge , Western District of New York,7/15/1997,Judiciary,10/30/1997,Confirmed by the Senate by Yea-Nay Vote, 98-0, Record Vote No: 286 EX,,107,1. Clinton,Republican,,98,0,98
PN424,https://www.congress.gov/nomination/105th-congress/424,105th Congress (1997-1998),James S. Ware,The Judiciary,"James S. Ware, of California, ", United States Circuit Judge , Ninth Circuit,6/27/1997,Judiciary,11/7/1997,Received message of withdrawal of nomination from the President,,,,133,1. Clinton,Republican,,,,0
PN404,https://www.congress.gov/nomination/105th-congress/404,105th Congress (1997-1998),Jerome B. Friedman,The Judiciary,"Jerome B. Friedman, of Virginia, ", United States District Judge , Eastern District of Virginia vice Robert G. Doumar,6/26/1997,Judiciary,11/7/1997,Confirmed by the Senate by Voice Vote,,,,134,1. Clinton,Republican,,,,0
PN402,https://www.congress.gov/nomination/105th-congress/402,105th Congress (1997-1998),Sonia Sotomayor,The Judiciary,"Sonia Sotomayor, of New York, ", United States Circuit Judge , Second Circuit,6/25/1997,Judiciary,10/2/1998,Confirmed by the Senate by Yea-Nay Vote, 67-29, Record Vote No: 295 EX,,464,1. Clinton,Republican,,67,29,38
PN392,https://www.congress.gov/nomination/105th-congress/392,105th Congress (1997-1998),Frank M. Hull,The Judiciary,"Frank M. Hull, of Georgia, ", United States Circuit Judge , Eleventh Circuit,6/18/1997,Judiciary,9/4/1997,Confirmed by the Senate by Yea-Nay Vote, 96-0, Record Vote No: 219 EX,,78,1. Clinton,Republican,,96,0,96
PN364,https://www.congress.gov/nomination/105th-congress/364,105th Congress (1997-1998),Katharine Sweeney Hayden,The Judiciary,"Katharine Sweeney Hayden, of New Jersey, ", United States District Judge , District of New Jersey,6/5/1997,Judiciary,9/25/1997,Confirmed by the Senate by Yea-Nay Vote, 97-0, Record Vote No: 259 EX,,112,1. Clinton,Republican,,97,0,97
